id,mssv,listening,reading,total,mamh,ghichu
3437.0,6E6C2013XPvAibaEXe88ZV91oZ7/phFnfCMcZIXA,43,62,570.0, Miễn ENG03, Qui đổi TOEIC
3438.0,A1D37B7BXPvAibaEXe/W1ZBpbjj8QYBYJns0v75f,43,62,570.0, Miễn ENG03, Qui đổi TOEIC
3439.0,1A53C555XPvAibaEXe8iOnzuCL8V+LujZHvUu4lJ,44,60,565.0, Miễn ENG03, Qui đổi TOEIC
3440.0,3A1CC902XPvAibaEXe8CYkXkPteanEszavV7KmWX,37,67,565.0, ENG05, Qui đổi TOEIC
3441.0,CD889E00XPvAibaEXe+1exR/9VxBIzN8bu7B6O0D,41,63,565.0, ENG05, Qui đổi TOEIC
3442.0,1A50F4FEXPvAibaEXe8uDPDBBTbYrCmcAvdq0oUX,41,63,565.0, Miễn ENG03, Qui đổi TOEIC
3443.0,B67D46A9XPvAibaEXe9SFfs6TdZlWe0G8BPPpbrx,38,66,565.0, ENG05, Qui đổi TOEIC
3444.0,19BECA3AXPvAibaEXe+GGliW+AfAjBIWWKvbzj5O,44,60,565.0, ENG05, Qui đổi TOEIC
3445.0,82949D55XPvAibaEXe9Vh8FJ4R+4oUJxUHWW7Vzs,44,59,560.0, ENG05, Qui đổi TOEIC
3446.0,74FAA182XPvAibaEXe/ESOA28kZtDiYIeykRfinM,43,60,560.0, Miễn ENG03, Qui đổi TOEIC
3447.0,7DBF537DXPvAibaEXe8NM1/5chXJmkzIU6225gPv,36,67,560.0, ENG05, Qui đổi TOEIC
3448.0,169E288BXPvAibaEXe9yiXPLSHgqUe2zSu0wRdaD,38,65,560.0, Miễn ENG03, Qui đổi TOEIC
3449.0,648A4740XPvAibaEXe8JDP83oALuERC/Tuy0e3rp,44,59,560.0, ENG05, Qui đổi TOEIC
3450.0,A403A2B6XPvAibaEXe8cyAoRoKB5PV4vYIdhQu1s,42,61,560.0, Miễn ENG03, Qui đổi TOEIC
3451.0,5D6BB8E4XPvAibaEXe/HZd2ATF04tGTmtlsvkXMW,36,66,555.0, ENG05, Qui đổi TOEIC
3452.0,BAFC9C7EXPvAibaEXe815EPCWwbvwQXJi2oa+4HX,37,65,555.0, ENG05, Qui đổi TOEIC
3453.0,69C5430DXPvAibaEXe92/FvKjToSoR/N9CBVYvYr,38,64,555.0, Miễn ENG03, Qui đổi TOEIC
3454.0,742B1E08XPvAibaEXe8qxKHWIxudAKb8Z+/8qlwv,39,63,555.0, Miễn ENG03, Qui đổi TOEIC
3455.0,546766A5XPvAibaEXe+TeG6SYeFDjEei2F6tAugM,40,62,555.0, Miễn ENG03, Qui đổi TOEIC
3456.0,47574797XPvAibaEXe+4ETeamtJzhIy3c2o9c9YA,41,60,545.0, ENG05, Qui đổi TOEIC
3457.0,E7D078A4XPvAibaEXe+WyjAMa+c6gpWCBUIIlRr7,40,61,545.0, Miễn ENG03, Qui đổi TOEIC
3458.0,B3990246XPvAibaEXe827gUJFt6srhkvWsIGkF2j,40,60,540.0, Miễn ENG03, Qui đổi TOEIC
3459.0,04CD33EBXPvAibaEXe++B0JyCbXA1LAC7v3DyD0t,43,57,540.0, ENG05, Qui đổi TOEIC
3460.0,A28D2C72XPvAibaEXe/A9ztpERERkJdR3AXBXOZz,36,64,540.0, Miễn ENG03, Qui đổi TOEIC
3461.0,379C0BF8XPvAibaEXe/pj/zSBjVU9OPAQV660lHU,38,62,540.0, Miễn ENG03, Qui đổi TOEIC
3462.0,B688B7ABXPvAibaEXe9TsFVy3uGUgZaATzSyO/Ux,36,64,540.0, ENG05, Qui đổi TOEIC
3463.0,1B9C9DEFXPvAibaEXe9usUd9iNN9jHZLAmM/hXoV,36,63,535.0, ENG05, Qui đổi TOEIC
3464.0,43641E61XPvAibaEXe+oshwCJ2TOLyREAcHRMtGv,40,59,535.0, ENG05, Qui đổi TOEIC
3465.0,47E0992AXPvAibaEXe/Jc8h2JxO5QWCzB8X5nHXn,42,57,535.0, Miễn ENG03, Qui đổi TOEIC
3466.0,40F48AADXPvAibaEXe+oshwCJ2TOL7d26BCavJQf,38,61,535.0, ENG05, Qui đổi TOEIC
3467.0,4C51140AXPvAibaEXe+ba4DZYrt+PPkkbMPFyV6e,39,60,535.0, Miễn ENG03, Qui đổi TOEIC
3468.0,AD2D3287XPvAibaEXe/X5qOvA9deFUS0IY8Er9pu,44,55,535.0, Miễn ENG03, Qui đổi TOEIC
3469.0,E60244AAXPvAibaEXe+M91Hzrx3qML8AItSkhCI8,41,58,535.0, Miễn ENG03, Qui đổi TOEIC
3470.0,0E1B821FXPvAibaEXe8SRnjkoZQJQl3sz3581FoJ,34,64,530.0, Miễn ENG03, Qui đổi TOEIC
3471.0,98E41921XPvAibaEXe/mDljlbns7jTGo/RiSGy3r,39,59,530.0, ENG05, Qui đổi TOEIC
3472.0,91BF9650XPvAibaEXe+69U8I0R94EUA0eX/wKmb+,44,54,530.0, ENG05, Qui đổi TOEIC
3473.0,BF49E59CXPvAibaEXe8JhJ4J3nSSl1M62Ra/ltX0,39,59,530.0, Miễn ENG03, Qui đổi TOEIC
3474.0,1AB36F5DXPvAibaEXe8JDP83oALuEauA9GleSaYp,38,60,530.0, ENG05, Qui đổi TOEIC
3475.0,156479CCXPvAibaEXe/GIu0V6tRrkybzm81Oy8IU,45,53,530.0, ENG05, Qui đổi TOEIC
3476.0,F16F0FEBXPvAibaEXe8JhJ4J3nSSl6eFaumAKm+I,42,56,530.0, Miễn ENG03, Qui đổi TOEIC
3477.0,21F82710XPvAibaEXe+1exR/9VxBI9LfEtB0cVb8,43,55,530.0, Miễn ENG03, Qui đổi TOEIC
3478.0,906E81A4XPvAibaEXe/B5ptYzPZ33leKI4+T4F25,38,60,530.0, ENG05, Qui đổi TOEIC
3479.0,C95446EAXPvAibaEXe8zi/ZLIzSiuPtVoeSp3gT7,39,59,530.0, ENG05, Qui đổi TOEIC
3480.0,B5B424D8XPvAibaEXe/pj/zSBjVU9DCaJOfaPTQI,41,56,525.0, ENG05, Qui đổi TOEIC
3481.0,BF736238XPvAibaEXe+KaiYHkmXYCbzr1mG14ddo,41,56,525.0, Miễn ENG03, Qui đổi TOEIC
3482.0,7DE869A0XPvAibaEXe8mAGU8TlDzsvC0KaxQL2ug,33,64,525.0, Miễn ENG03, Qui đổi TOEIC
3483.0,AE6F90F2XPvAibaEXe9Hf/fJ8gF3WoHWTRJwGHdY,35,62,525.0, Miễn ENG03, Qui đổi TOEIC
3484.0,B5453DB8XPvAibaEXe+jRlsyXvmhz3fdu48G7zN3,39,58,525.0, ENG05, Qui đổi TOEIC
3485.0,4C5558ACXPvAibaEXe9urngX21O5XV6BAtnm2j34,38,58,520.0, ENG05, Qui đổi TOEIC
3486.0,933A6450XPvAibaEXe8JDP83oALuETBHivu8sRom,37,59,520.0, ENG05, Qui đổi TOEIC
3487.0,0330BA3CXPvAibaEXe8Z5hiNBvM0RW96I9r3cKzN,40,56,520.0, Miễn ENG03, Qui đổi TOEIC
3488.0,A67F245CXPvAibaEXe9yRt5bXcOfstXiEpKBa8kE,42,54,520.0, ENG05, Qui đổi TOEIC
3489.0,8A03E471XPvAibaEXe9drMWeKYE4jEX0sTSaswVe,40,56,520.0, ENG05, Qui đổi TOEIC
3490.0,E2FF3F25XPvAibaEXe8+b4756rik/nUx75UVX7mY,39,57,520.0, Miễn ENG03, Qui đổi TOEIC
3491.0,6CCFF9D3XPvAibaEXe/KP8Z+xE/sYxf47ovvLcr7,37,59,520.0, Miễn ENG03, Qui đổi TOEIC
3492.0,313480E4XPvAibaEXe8BcBqSm3bVhkR4alnJ+Wkr,44,52,520.0, Miễn ENG03, Qui đổi TOEIC
3493.0,ECE912B4XPvAibaEXe/Yg42D1b4hlIdlAX3kjGQA,40,56,520.0, Miễn ENG03, Qui đổi TOEIC
3494.0,B96EAD07XPvAibaEXe+Ee/bNoyDJsrd6TrqpLmiO,43,53,520.0, ENG05, Qui đổi TOEIC
3495.0,39B31C42XPvAibaEXe/pj/zSBjVU9Eh1ttjFLR6l,43,52,515.0, Miễn ENG03, Qui đổi TOEIC
3496.0,D9AB8614XPvAibaEXe+DUF+563kBvdJRPJm1L3ao,40,55,515.0, Miễn ENG03, Qui đổi TOEIC
3497.0,04234787XPvAibaEXe+4ETeamtJzhG84K01qWXLW,35,60,515.0, ENG05, Qui đổi TOEIC
3498.0,C13C36B6XPvAibaEXe/TOGeH6x1BlVDDF+HyOLkO,39,56,515.0, Miễn ENG03, Qui đổi TOEIC
3499.0,67D20EBBXPvAibaEXe/J0r+JN9xEWaAHLQuEkUv4,43,52,515.0, ENG05, Qui đổi TOEIC
3500.0,DD21C62BXPvAibaEXe83RuGSO94Cq9YqkB0YmoAr,41,53,510.0, Miễn ENG03, Qui đổi TOEIC
3501.0,50DAAC7CXPvAibaEXe8xTifDUBtw5Q1Y4b9cemfe,39,55,510.0, ENG05, Qui đổi TOEIC
3502.0,2F608A18XPvAibaEXe+qA4yV5f0Y/s0NPyPpgXVa,32,62,510.0, ENG05, Qui đổi TOEIC
3503.0,9F9D897DXPvAibaEXe/Yg42D1b4hlMDcQrchINTr,40,54,510.0, ENG05, Qui đổi TOEIC
3504.0,0A73079AXPvAibaEXe+KaiYHkmXYCa8n8sqo2JAo,36,58,510.0, ENG05, Qui đổi TOEIC
3505.0,00E6586DXPvAibaEXe+SXBrvSceI6ZBiVR5JBtyI,36,58,510.0, Miễn ENG03, Qui đổi TOEIC
3506.0,87952F58XPvAibaEXe9usUd9iNN9jBj3nbSudNb8,37,57,510.0, Miễn ENG03, Qui đổi TOEIC
3507.0,5FF73F9DXPvAibaEXe80jwV8UBfNhxiQYzMrRAUf,36,58,510.0, ENG05, Qui đổi TOEIC
3508.0,1B936E66XPvAibaEXe8CYkXkPteanK/xbJIUvb2S,34,60,510.0, Miễn ENG03, Qui đổi TOEIC
3509.0,C865FEF8XPvAibaEXe/MMx1dMBtPnZ2NGclM/qOf,31,62,505.0, ENG05, Qui đổi TOEIC
3510.0,C0AE2077XPvAibaEXe/ESOA28kZtDpuO26Uh7yBO,40,53,505.0, ENG05, Qui đổi TOEIC
3511.0,3FD1462DXPvAibaEXe98bEweMyJa5iFjCfgvAPXn,37,56,505.0, Miễn ENG03, Qui đổi TOEIC
3512.0,3D3E151DXPvAibaEXe/J0r+JN9xEWZHa62zCptgG,35,58,505.0, ENG05, Qui đổi TOEIC
3513.0,918BCF59XPvAibaEXe+SbxsvF9MWxCWbotWDoaaJ,39,54,505.0, Miễn ENG03, Qui đổi TOEIC
3514.0,21E88E8EXPvAibaEXe+1exR/9VxBIzE4VWy1ppy/,36,57,505.0, Miễn ENG03, Qui đổi TOEIC
3515.0,C4B4869CXPvAibaEXe+Gf10rrPWIypZaFGwPt0Tl,35,57,500.0, ENG05, Qui đổi TOEIC
3516.0,B72FC904XPvAibaEXe+oM1KMvbbnDO/T+VJFcoqm,38,54,500.0, ENG05, Qui đổi TOEIC
3517.0,16424E36XPvAibaEXe/Hd2nFsMs4VPf6MbfpNKbj,41,51,500.0, ENG05, Qui đổi TOEIC
3518.0,1AAD56D8XPvAibaEXe/GVRoDkKDPXkbr2OFBAZ0t,42,50,500.0, ENG05, Qui đổi TOEIC
3519.0,CC58A220XPvAibaEXe/W1ZBpbjj8QXJYcXSN97Hi,35,57,500.0, ENG05, Qui đổi TOEIC
3520.0,7A6599ABXPvAibaEXe8iOnzuCL8V+PjT1K+oDuKz,38,54,500.0, ENG05, Qui đổi TOEIC
3521.0,D09EB7D5XPvAibaEXe/kSDDr/jkTQ/Q6vU8NtRUd,36,56,500.0, Miễn ENG03, Qui đổi TOEIC
3522.0,92B1D034XPvAibaEXe+WyjAMa+c6gpOtK8lalmA9,40,52,500.0, ENG05, Qui đổi TOEIC
3523.0,B4C7F4CDXPvAibaEXe9zkQY6ucuvgDd3AAM30vji,41,51,500.0, Miễn ENG03, Qui đổi TOEIC
3524.0,84B8F7A6XPvAibaEXe+ZjFxIq69W3O+Pz2B9WwrZ,36,56,500.0, Miễn ENG03, Qui đổi TOEIC
3525.0,1F5F997FXPvAibaEXe/Jc8h2JxO5QUPJMG68evM+,38,54,500.0, ENG05, Qui đổi TOEIC
3526.0,A8FDFA45XPvAibaEXe/bcCn8ANC28O9LixnNqqAN,39,53,500.0, Miễn ENG03, Qui đổi TOEIC
3527.0,A5B0A050XPvAibaEXe+1exR/9VxBI1eYtlwvfX/6,33,59,500.0, Miễn ENG03, Qui đổi TOEIC
3528.0,0F15AA08XPvAibaEXe/VnvhYBb4TNB/meRH0KUep,42,50,500.0, ENG05, Qui đổi TOEIC
3529.0,C27799D3XPvAibaEXe8SRnjkoZQJQlg8y11Bz880,38,54,500.0, ENG05, Qui đổi TOEIC
3530.0,C6515EB3XPvAibaEXe9iepFIQz9mxS0wBuCtu87F,33,59,500.0, Miễn ENG03, Qui đổi TOEIC
3531.0,33015337XPvAibaEXe8Pc6kxKoLNadoHskZzYDIY,41,51,500.0, ENG05, Qui đổi TOEIC
3532.0,6F8DB121XPvAibaEXe9drMWeKYE4jLNaZvixTrt4,40,51,495.0, ENG04, Qui đổi TOEIC
3533.0,794AF669XPvAibaEXe/7VNok06ub0KSN0xZ1STyn,39,52,495.0, ENG04, Qui đổi TOEIC
3534.0,7B95A5C9XPvAibaEXe++P1Ki321T8Vj7DrzEq3Bh,40,51,495.0, ENG04, Qui đổi TOEIC
3535.0,EE924387XPvAibaEXe+e2tIVVtPhOY8c72tyD56z,36,55,495.0, Miễn ENG03, Qui đổi TOEIC
3536.0,77A43185XPvAibaEXe9iepFIQz9mxaUoUXQd0Z2Y,38,53,495.0, Miễn ENG03, Qui đổi TOEIC
3537.0,54DDB6B0XPvAibaEXe/lq24VwKc+LP7fw2oHUTdQ,37,53,490.0, ENG04, Qui đổi TOEIC
3538.0,CCB095B0XPvAibaEXe8Pc6kxKoLNaa6eF/lKAGGW,32,58,490.0, Miễn ENG03, Qui đổi TOEIC
3539.0,F61CE184XPvAibaEXe/GVRoDkKDPXgvDEVgcr6v0,31,59,490.0, ENG04, Qui đổi TOEIC
3540.0,C7AB8185XPvAibaEXe9ZBnO1fewQMaT6a2txupZs,44,46,485.0, ENG04, Qui đổi TOEIC
3541.0,6975D013XPvAibaEXe9zkQY6ucuvgNVA4zThKLzF,41,49,485.0, ENG04, Qui đổi TOEIC
3542.0,73192E30XPvAibaEXe8JDP83oALuEVkZLmNr6TwZ,41,49,485.0, ENG04, Qui đổi TOEIC
3543.0,F406C807XPvAibaEXe8bVXYGG8kdZcFZHur1VEtL,43,47,485.0, ENG04, Qui đổi TOEIC
3544.0,700E1725XPvAibaEXe+SbxsvF9MWxKMQLP/zEM+u,43,47,485.0, ENG04, Qui đổi TOEIC
3545.0,1FF0692EXPvAibaEXe+8xcWrHsA1Km1WGnFoswWy,38,52,485.0, Miễn ENG03, Qui đổi TOEIC
3546.0,7B504100XPvAibaEXe/3r71QULrjpzFwgPRTddxt,42,48,485.0, ENG04, Qui đổi TOEIC
3547.0,1AABD1D3XPvAibaEXe/s/D0IVEeS4aaYlf3FQTII,39,50,480.0, ENG04, Qui đổi TOEIC
3548.0,4647FAD4XPvAibaEXe+/+q/J1of16Gnbnnths+LI,35,54,480.0, Miễn ENG03, Qui đổi TOEIC
3549.0,E1D71D8BXPvAibaEXe8Z5hiNBvM0Rc196Wwi5j89,36,53,480.0, Miễn ENG03, Qui đổi TOEIC
3550.0,F2ECE03CXPvAibaEXe/X5qOvA9deFS0DFHPqxipl,34,55,480.0, ENG04, Qui đổi TOEIC
3551.0,46DCBA42XPvAibaEXe/GgxgRg2iezsmX6Uw5KVVm,31,58,480.0, ENG04, Qui đổi TOEIC
3552.0,37386930XPvAibaEXe8YD29zP3MXD5cuRYwR423A,39,50,480.0, Miễn ENG03, Qui đổi TOEIC
3553.0,81E29EEDXPvAibaEXe9mu9ZmuYOdkk5LhyySNFnF,43,46,480.0, ENG04, Qui đổi TOEIC
3554.0,436950EAXPvAibaEXe9d4LQb7PSjpoL8Rmy318C1,37,52,480.0, Miễn ENG03, Qui đổi TOEIC
3555.0,6B353202XPvAibaEXe+JOtnwEvC97iqv56uyQhTY,41,48,480.0, Miễn ENG03, Qui đổi TOEIC
3556.0,5CE79EEDXPvAibaEXe8wj1bWOnrKYV+jakTSjrUW,37,52,480.0, Miễn ENG03, Qui đổi TOEIC
3557.0,C4046CB9XPvAibaEXe8WxPcntbnysiP8BSpBZU8q,31,58,480.0, ENG04, Qui đổi TOEIC
3558.0,F3A95D3EXPvAibaEXe/YUZi7fAhqUH9E0vOaqznd,30,58,475.0, ENG04, Qui đổi TOEIC
3559.0,01641A90XPvAibaEXe9dgf/EzU6ZBXaquO6JqsV8,41,47,475.0, ENG04, Qui đổi TOEIC
3560.0,8879DB89XPvAibaEXe/Tx838KM/cyiY3oF/TPn5I,38,50,475.0, ENG04, Qui đổi TOEIC
3561.0,38EF64D0XPvAibaEXe8IsBka/KfNv0HzQ6FJKVog,37,51,475.0, Miễn ENG03, Qui đổi TOEIC
3562.0,D5C03AB0XPvAibaEXe/9LBBkdbcCWOBMBmj34LRf,36,52,475.0, Miễn ENG03, Qui đổi TOEIC
3563.0,406B9C41XPvAibaEXe/Fi8ZYRfhF8QbXczx8U/3K,37,51,475.0, ENG04, Qui đổi TOEIC
3564.0,28308267XPvAibaEXe+1exR/9VxBIwqeKilef56y,41,47,475.0, Miễn ENG03, Qui đổi TOEIC
3565.0,13F96036XPvAibaEXe9d4LQb7PSjpuCzPtvH/htA,32,56,475.0, Miễn ENG03, Qui đổi TOEIC
3566.0,8CF214C4XPvAibaEXe828ep1J4avvKknCs7fTdIw,39,49,475.0, Miễn ENG03, Qui đổi TOEIC
3567.0,6423B8A9XPvAibaEXe/GVRoDkKDPXhJWdZfcImVT,33,55,475.0, Miễn ENG03, Qui đổi TOEIC
3568.0,5B2FCB81XPvAibaEXe+3IeSFe/CqDBOBwpEFP6ik,36,52,475.0, Miễn ENG03, Qui đổi TOEIC
3569.0,E2DF889DXPvAibaEXe8GlonP+eXAf2l225RObC6d,32,55,470.0, Miễn ENG03, Qui đổi TOEIC
3570.0,D75F7AF3XPvAibaEXe8UkZVD+5XbrAXdMpZ3BbG7,38,49,470.0, ENG04, Qui đổi TOEIC
3571.0,7871BDF9XPvAibaEXe/PrIR+BvN04Tnyrqixv6G6,36,51,470.0, Miễn ENG03, Qui đổi TOEIC
3572.0,DF355561XPvAibaEXe9ZBnO1fewQMf+ds9wRu5fU,39,48,470.0, ENG04, Qui đổi TOEIC
3573.0,AA4B5A71XPvAibaEXe8xcSmc61U16MAMNcJgVi6V,36,51,470.0, Miễn ENG03, Qui đổi TOEIC
3574.0,ABEAFF39XPvAibaEXe+Ssm9D7QPetLKSKaXnzBbK,35,52,470.0, Miễn ENG03, Qui đổi TOEIC
3575.0,47D89B8CXPvAibaEXe/4sg9QikPkh9Ccb8QqSPzk,34,53,470.0, Miễn ENG03, Qui đổi TOEIC
3576.0,59EDC357XPvAibaEXe9iepFIQz9mxUtITtBxsFxw,36,51,470.0, Miễn ENG03, Qui đổi TOEIC
3577.0,393C2570XPvAibaEXe+eLwYwh5IyyqgjkTbpg6U8,41,46,470.0, ENG04, Qui đổi TOEIC
3578.0,BAF1D59FXPvAibaEXe+8xcWrHsA1Kkzmuq4UwP53,34,53,470.0, Miễn ENG03, Qui đổi TOEIC
3579.0,B51F0A55XPvAibaEXe/s/D0IVEeS4Q/b0j4ZQ2U5,36,51,470.0, Miễn ENG03, Qui đổi TOEIC
3580.0,DC33F511XPvAibaEXe8bHoSDwbr9UoekkFTrKv1C,43,44,470.0, Miễn ENG03, Qui đổi TOEIC
3581.0,096E14B9XPvAibaEXe+b/3AZFelvL+xMOTwroTmR,33,54,470.0, Miễn ENG03, Qui đổi TOEIC
3582.0,EB14E12BXPvAibaEXe9drMWeKYE4jOmeGLP8lAdq,41,45,465.0, Miễn ENG03, Qui đổi TOEIC
3583.0,B507B5D1XPvAibaEXe/HZd2ATF04tBDESiZA5/UN,32,54,465.0, Miễn ENG03, Qui đổi TOEIC
3584.0,EC8BF25AXPvAibaEXe8JDP83oALuEU0DrsqV1vPT,41,45,465.0, Miễn ENG03, Qui đổi TOEIC
3585.0,3191DD1DXPvAibaEXe8d5+4VMyfVsEs/NZSnBf3T,34,52,465.0, Miễn ENG03, Qui đổi TOEIC
3586.0,C915A546XPvAibaEXe9ZBnO1fewQMbQEy7JAam5+,35,51,465.0, Miễn ENG03, Qui đổi TOEIC
3587.0,CDCCA80FXPvAibaEXe9T8X64vL5Kd/cfAX5QHF+h,33,53,465.0, Miễn ENG03, Qui đổi TOEIC
3588.0,0835A296XPvAibaEXe+WyjAMa+c6gl9Iw5QpdaDA,40,46,465.0, ENG04, Qui đổi TOEIC
3589.0,D78F3F57XPvAibaEXe9yiXPLSHgqUXG1Z+Jl+zMh,39,47,465.0, Miễn ENG03, Qui đổi TOEIC
3590.0,761D0BE0XPvAibaEXe++P1Ki321T8fSUdMv0uQgk,41,45,465.0, ENG04, Qui đổi TOEIC
3591.0,191FE729XPvAibaEXe8d5+4VMyfVsO+g/Xp/uhNU,40,45,460.0, ENG04, Qui đổi TOEIC
3592.0,B633C31DXPvAibaEXe9kTkrXS1NJ3v/8PclQ0brl,36,49,460.0, ENG04, Qui đổi TOEIC
3593.0,57E9B1A9XPvAibaEXe+pX9RZhc1jhkF/0IUQdChh,37,48,460.0, Miễn ENG03, Qui đổi TOEIC
3594.0,86589374XPvAibaEXe/lq24VwKc+LK7aHDdkTcPt,37,48,460.0, ENG04, Qui đổi TOEIC
3595.0,F421401CXPvAibaEXe/YaY6MZEJIi9anJcYYvcJ7,31,54,460.0, Miễn ENG03, Qui đổi TOEIC
3596.0,A77828D0XPvAibaEXe/Fi8ZYRfhF8ShbJdrSJkgg,29,56,460.0, Miễn ENG03, Qui đổi TOEIC
3597.0,260AFCA8XPvAibaEXe8NShKJ2y7VArtvJAPpf0wY,35,50,460.0, Miễn ENG03, Qui đổi TOEIC
3598.0,AE3A968CXPvAibaEXe+TeG6SYeFDjKERskcOPNlO,35,50,460.0, Miễn ENG03, Qui đổi TOEIC
3599.0,FAE51DC9XPvAibaEXe+8xcWrHsA1KmNJUWtyUXeX,35,49,455.0, ENG04, Qui đổi TOEIC
3600.0,CB81E9D7XPvAibaEXe+s9Ax3cH11ac5cIx25zMms,32,52,455.0, ENG04, Qui đổi TOEIC
3601.0,DA23E09CXPvAibaEXe/3SQynmW7euvt77am8XmV2,21,63,455.0, Miễn ENG03, Qui đổi TOEIC
3602.0,F1260990XPvAibaEXe+WyjAMa+c6gpPtQO9RF9iC,34,50,455.0, Miễn ENG03, Qui đổi TOEIC
3603.0,0356BA29XPvAibaEXe/i44g6992J04DlKo1DQNSP,32,52,455.0, Miễn ENG03, Qui đổi TOEIC
3604.0,4DFBCD0BXPvAibaEXe815EPCWwbvwa6bmTH2lz2k,42,42,455.0, ENG04, Qui đổi TOEIC
3605.0,8AF3858FXPvAibaEXe/Jc8h2JxO5QW0P3kIt0sDc,42,42,455.0, ENG04, Qui đổi TOEIC
3606.0,DF9A1317XPvAibaEXe9yiXPLSHgqUUpBuV8lxwbU,40,44,455.0, Miễn ENG03, Qui đổi TOEIC
3607.0,4C69B0DCXPvAibaEXe+3IeSFe/CqDLk+18AWDhoI,30,54,455.0, ENG04, Qui đổi TOEIC
3608.0,732C7246XPvAibaEXe/R8wKTWV7vqhPsWzFUBah5,42,42,455.0, Miễn ENG03, Qui đổi TOEIC
3609.0,043B0CDAXPvAibaEXe8d5+4VMyfVsO7O83z9K9IN,29,55,455.0, Miễn ENG03, Qui đổi TOEIC
3610.0,E8BCDEE7XPvAibaEXe+Ee/bNoyDJsoy3ZBF9u7q9,38,46,455.0, Miễn ENG03, Qui đổi TOEIC
3611.0,0C79AF2FXPvAibaEXe/GgxgRg2iezlmvwIBf3n1i,37,47,455.0, Miễn ENG03, Qui đổi TOEIC
3612.0,EC30E576XPvAibaEXe94sKKoWENjB21QlLue7gzi,34,50,455.0, ENG04, Qui đổi TOEIC
3613.0,6FFB64F3XPvAibaEXe+O8Ynm4+UKCt8Sf6IhFlk9,34,50,455.0, ENG04, Qui đổi TOEIC
3614.0,EF3FEDEFXPvAibaEXe/57ZZLpsI5pRuXtM45WaKF,36,48,455.0, ENG04, Qui đổi TOEIC
3615.0,CBC6368EXPvAibaEXe8iOnzuCL8V+K3yqNXTpmpU,28,56,455.0, Miễn ENG03, Qui đổi TOEIC
3616.0,AB2C74CEXPvAibaEXe/Yg42D1b4hlB7sthvJMAy8,36,48,455.0, ENG04, Qui đổi TOEIC
3617.0,BC591447XPvAibaEXe9jQXzUZ/B6BfV6XDpCrRXQ,37,46,450.0, ENG04, Qui đổi TOEIC
3618.0,4156B23BXPvAibaEXe94sKKoWENjB57FgiTYdvHX,36,47,450.0, Miễn ENG03, Qui đổi TOEIC
3619.0,BCA48412XPvAibaEXe/A9ztpERERkECRtIhNIURG,40,43,450.0, ENG04, Qui đổi TOEIC
3620.0,6568212AXPvAibaEXe9mu9ZmuYOdkswG59+sWj5N,33,50,450.0, Miễn ENG03, Qui đổi TOEIC
3621.0,8278E218XPvAibaEXe98bEweMyJa5sVAzcv7XA6I,41,42,450.0, ENG04, Qui đổi TOEIC
